Date,Open,High,Low,Close,Adj Close,Volume
2023-03-02,392.67999267578125,398.69000244140625,392.3299865722656,397.80999755859375,388.1937255859375,85127800
2023-03-03,399.7099914550781,404.45001220703125,399.0299987792969,404.19000244140625,394.41949462890625,90120000
2023-03-06,405.04998779296875,407.45001220703125,404.010009765625,404.4700012207031,394.6927490234375,72795900
2023-03-07,404.4200134277344,404.6700134277344,397.6300048828125,398.2699890136719,388.642578125,108310600
2023-03-08,398.3900146484375,399.7099914550781,396.5899963378906,398.9200134277344,389.2768859863281,74746600
2023-03-09,399.739990234375,401.4800109863281,390.5299987792969,391.55999755859375,382.09478759765625,111945300
2023-03-10,390.989990234375,393.1600036621094,384.32000732421875,385.9100036621094,376.58135986328125,189253000
2023-03-13,381.80999755859375,390.3900146484375,380.6499938964844,385.3599853515625,376.04461669921875,157790000
2023-03-14,390.5,393.45001220703125,387.04998779296875,391.7300109863281,382.2607116699219,149752400
2023-03-15,385.8900146484375,389.489990234375,383.7099914550781,389.2799987792969,379.8699035644531,172996900
2023-03-16,386.82000732421875,396.4700012207031,386.2900085449219,396.1099853515625,386.5348205566406,143254200
2023-03-17,393.2200012207031,394.3999938964844,388.54998779296875,389.989990234375,382.0151672363281,140553400
2023-03-20,390.79998779296875,394.1700134277344,390.07000732421875,393.739990234375,385.6884765625,93055800
2023-03-21,397.239990234375,399.4100036621094,395.5799865722656,398.9100036621094,390.7528076171875,91524200
2023-03-22,398.7300109863281,402.489990234375,392.07000732421875,392.1099853515625,384.091796875,111746600
2023-03-23,395.0899963378906,399.2900085449219,390.3500061035156,393.1700134277344,385.1301574707031,119351300
2023-03-24,391.8399963378906,395.8399963378906,389.3999938964844,395.75,387.6573791503906,107682400
2023-03-27,398.1199951171875,398.9200134277344,395.55999755859375,396.489990234375,388.3822326660156,74010400
2023-03-28,395.7699890136719,396.489990234375,393.69000244140625,395.6000061035156,387.51043701171875,62871700
2023-03-29,399.92999267578125,401.6000061035156,398.67999267578125,401.3500061035156,393.14288330078125,77497900
2023-03-30,404.0899963378906,404.3500061035156,401.760009765625,403.70001220703125,395.44482421875,69840000
2023-03-31,404.6600036621094,409.70001220703125,404.54998779296875,409.3900146484375,401.0185241699219,112062600
2023-04-03,408.8500061035156,411.3699951171875,408.44000244140625,410.95001220703125,402.54656982421875,67391100
2023-04-04,411.6199951171875,411.9200134277344,407.239990234375,408.6700134277344,400.31317138671875,66601500
2023-04-05,407.9100036621094,408.70001220703125,405.8800048828125,407.6000061035156,399.26507568359375,65200200
2023-04-06,406.7699890136719,409.4800109863281,405.67999267578125,409.19000244140625,400.82257080078125,63743300
2023-04-10,406.6099853515625,409.69000244140625,405.9700012207031,409.6099853515625,401.23394775390625,63681000
2023-04-11,410.260009765625,411.17999267578125,408.9200134277344,409.7200012207031,401.34173583984375,59297900
2023-04-12,411.8699951171875,412.1700134277344,407.44000244140625,408.04998779296875,399.7058410644531,86420400
2023-04-13,409.17999267578125,413.8399963378906,407.989990234375,413.4700012207031,405.0150451660156,85814800
2023-04-14,412.80999755859375,415.0899963378906,410.05999755859375,412.4599914550781,404.02569580078125,78161500
2023-04-17,412.3699951171875,413.9599914550781,411.0899963378906,413.94000244140625,405.4754333496094,66436400
2023-04-18,415.5799865722656,415.7200012207031,412.7799987792969,414.2099914550781,405.7398986816406,63560000
2023-04-19,412.2200012207031,415.0799865722656,412.1600036621094,414.1400146484375,405.67138671875,55227300
2023-04-20,411.2099914550781,413.70001220703125,410.2699890136719,411.8800048828125,403.4575500488281,75840400
2023-04-21,412.19000244140625,412.67999267578125,410.1700134277344,412.20001220703125,403.77099609375,73457400
2023-04-24,411.989990234375,413.07000732421875,410.6000061035156,412.6300048828125,404.19219970703125,64332100
2023-04-25,410.5799865722656,411.1600036621094,406.0199890136719,406.0799865722656,397.7761535644531,97766700
2023-04-26,406.7200012207031,407.8399963378906,403.7799987792969,404.3599853515625,396.0913391113281,80447000
2023-04-27,407.0,412.69000244140625,406.739990234375,412.4100036621094,403.9767150878906,92968400
2023-04-28,411.489990234375,415.94000244140625,411.42999267578125,415.92999267578125,407.4247131347656,89335600
2023-05-01,415.4700012207031,417.6199951171875,415.2699890136719,415.510009765625,407.0133056640625,62122300
2023-05-02,414.7699890136719,414.82000732421875,407.82000732421875,410.8399963378906,402.4388122558594,103998500
2023-05-03,411.3599853515625,413.8699951171875,407.7699890136719,408.0199890136719,399.67645263671875,91531800
2023-05-04,406.92999267578125,407.2699890136719,403.739990234375,405.1300048828125,396.8455810546875,94901900
2023-05-05,408.9100036621094,413.7200012207031,408.6400146484375,412.6300048828125,404.19219970703125,87844000
2023-05-08,412.9700012207031,413.239990234375,411.2799987792969,412.739990234375,404.29998779296875,50046800
2023-05-09,411.1300048828125,412.0899963378906,410.69000244140625,410.92999267578125,402.5269470214844,49220100
2023-05-10,413.8800048828125,414.5400085449219,408.8699951171875,412.8500061035156,404.4076843261719,96142900
2023-05-11,411.95001220703125,412.42999267578125,409.9700012207031,412.1300048828125,403.702392578125,70157100
2023-05-12,413.4200134277344,413.6400146484375,409.07000732421875,411.5899963378906,403.1734619140625,70439400
2023-05-15,412.2200012207031,413.42999267578125,410.2300109863281,413.010009765625,404.5644226074219,54289400
2023-05-16,411.8599853515625,412.82000732421875,410.239990234375,410.25,401.8608703613281,57705500
2023-05-17,412.3500061035156,415.8599853515625,410.6400146484375,415.2300109863281,406.73907470703125,87287000
2023-05-18,414.8999938964844,419.6700134277344,414.6700134277344,419.2300109863281,410.6572570800781,97177200
2023-05-19,420.1700134277344,420.7200012207031,417.3500061035156,418.6199951171875,410.0597229003906,103679700
2023-05-22,418.6400146484375,420.3900146484375,417.3500061035156,418.7900085449219,410.2262268066406,60745400
2023-05-23,417.0799865722656,418.7200012207031,413.67999267578125,414.0899963378906,405.6223449707031,86383500
2023-05-24,412.4200134277344,412.82000732421875,409.8800048828125,411.0899963378906,402.6837158203125,89213700
2023-05-25,414.739990234375,416.1600036621094,412.4100036621094,414.6499938964844,406.1708984375,90961600
2023-05-26,415.3299865722656,420.7699890136719,415.25,420.0199890136719,411.4310607910156,93830000
2023-05-30,422.0299987792969,422.5799865722656,418.739990234375,420.17999267578125,411.5877990722656,72216000
2023-05-31,418.2799987792969,419.2200012207031,416.2200012207031,417.8500061035156,409.30548095703125,110811800
2023-06-01,418.0899963378906,422.9200134277344,416.7900085449219,421.82000732421875,413.19427490234375,88865000
2023-06-02,424.5,428.739990234375,423.95001220703125,427.9200134277344,419.1695556640625,91366700
2023-06-05,428.2799987792969,429.6199951171875,426.3699951171875,427.1000061035156,418.3663024902344,65460200
2023-06-06,426.6700134277344,428.5799865722656,425.989990234375,428.0299987792969,419.27728271484375,64022200
2023-06-07,428.44000244140625,429.6199951171875,426.1099853515625,426.54998779296875,417.8275451660156,85373300
2023-06-08,426.6199951171875,429.6000061035156,425.82000732421875,429.1300048828125,420.35479736328125,61952800
2023-06-09,429.9599914550781,431.989990234375,428.8699951171875,429.8999938964844,421.10906982421875,85742800
2023-06-12,430.9200134277344,433.8800048828125,430.1700134277344,433.79998779296875,424.9293212890625,76104300
2023-06-13,435.32000732421875,437.3299865722656,434.6300048828125,436.6600036621094,427.7308349609375,95899700
2023-06-14,437.010009765625,439.05999755859375,433.5899963378906,437.17999267578125,428.2402038574219,100612100
2023-06-15,436.3299865722656,443.8999938964844,436.2300109863281,442.6000061035156,433.5493469238281,110303100
2023-06-16,443.0199890136719,443.6099853515625,438.9700012207031,439.4599914550781,432.0726013183594,114121300
2023-06-20,437.45001220703125,438.3699951171875,435.0299987792969,437.17999267578125,429.8309326171875,76160400
2023-06-21,436.1600036621094,436.989990234375,434.3299865722656,434.94000244140625,427.62860107421875,76982300
2023-06-22,433.95001220703125,436.6199951171875,433.6000061035156,436.510009765625,429.1721496582031,70637200
2023-06-23,432.92999267578125,435.05999755859375,432.4700012207031,433.2099914550781,425.9276428222656,92074500
2023-06-26,432.6199951171875,434.6099853515625,431.19000244140625,431.44000244140625,424.1874084472656,72823600
2023-06-27,432.3500061035156,436.80999755859375,431.8800048828125,436.1700134277344,428.8379211425781,72813700
2023-06-28,435.04998779296875,437.44000244140625,434.4100036621094,436.3900146484375,429.0542297363281,75636000
2023-06-29,435.9599914550781,438.2799987792969,435.5400085449219,438.1099853515625,430.74530029296875,67882300
2023-06-30,441.44000244140625,444.29998779296875,441.1099853515625,443.2799987792969,435.828369140625,104921500
2023-07-03,442.9200134277344,444.0799865722656,442.6300048828125,443.7900085449219,436.329833984375,32793400
2023-07-05,441.9100036621094,443.8900146484375,441.8999938964844,443.1300048828125,435.6809387207031,58418400
2023-07-06,439.4200134277344,440.1000061035156,437.05999755859375,439.6600036621094,432.2692565917969,80658300
2023-07-07,438.6300048828125,442.6400146484375,438.29998779296875,438.54998779296875,431.17791748046875,86076100
2023-07-10,438.17999267578125,439.8399963378906,437.5899963378906,439.6600036621094,432.2692565917969,62443500
2023-07-11,440.45001220703125,442.9700012207031,439.44000244140625,442.4599914550781,435.02215576171875,64463800
2023-07-12,446.3900146484375,447.4800109863281,444.9100036621094,446.0199890136719,438.52227783203125,91924500
2023-07-13,447.8999938964844,450.3800048828125,447.45001220703125,449.55999755859375,442.0028381347656,72425200
2023-07-14,450.4800109863281,451.3599853515625,448.489990234375,449.2799987792969,441.7275085449219,69761800
2023-07-17,449.1300048828125,451.92999267578125,449.0799865722656,450.8399963378906,443.26129150390625,52680200
2023-07-18,450.5,454.8599853515625,450.04998779296875,454.19000244140625,446.55499267578125,80744400
2023-07-19,455.010009765625,456.42999267578125,454.1099853515625,455.20001220703125,447.5480041503906,65891700
2023-07-20,454.1700134277344,455.1000061035156,451.44000244140625,452.17999267578125,444.5787658691406,70591600
2023-07-21,453.9599914550781,454.1700134277344,452.1700134277344,452.17999267578125,444.5787658691406,71245400
2023-07-24,453.3699951171875,455.0400085449219,452.29998779296875,454.20001220703125,446.5648498535156,54023400
2023-07-25,453.9200134277344,456.739990234375,453.8699951171875,455.44000244140625,447.7839660644531,55191200
2023-07-26,454.4700012207031,456.989990234375,453.3800048828125,455.510009765625,447.85284423828125,71052900
2023-07-27,459.0199890136719,459.44000244140625,451.54998779296875,452.489990234375,444.883544921875,92194400
2023-07-28,455.8800048828125,457.7799987792969,452.489990234375,456.9200134277344,449.2391052246094,80011800
2023-07-31,457.4100036621094,458.1600036621094,456.04998779296875,457.7900085449219,450.094482421875,62040400
2023-08-01,456.2699890136719,457.25,455.489990234375,456.4800109863281,448.8065185546875,55291500
2023-08-02,453.25,453.5199890136719,449.3500061035156,450.1300048828125,442.5632019042969,93933400
2023-08-03,448.0400085449219,450.7900085449219,447.3699951171875,448.8399963378906,441.2949523925781,64276100
2023-08-04,450.7200012207031,452.8999938964844,446.2699890136719,446.80999755859375,439.2990417480469,100052300
2023-08-07,448.7099914550781,450.8699951171875,447.989990234375,450.7099914550781,443.13348388671875,58357500
2023-08-08,448.0799865722656,450.70001220703125,445.2699890136719,448.75,441.2064514160156,71361300
2023-08-09,449.0299987792969,449.20001220703125,444.9599914550781,445.75,438.2568359375,78789600
2023-08-10,448.19000244140625,451.70001220703125,444.70001220703125,445.9100036621094,438.4141845703125,93005500
2023-08-11,443.9700012207031,446.70001220703125,443.3500061035156,445.6499938964844,438.1585693359375,68664600
2023-08-14,444.70001220703125,448.1099853515625,444.3800048828125,448.1099853515625,440.5771789550781,47867400
2023-08-15,446.2699890136719,446.6400146484375,442.29998779296875,442.8900146484375,435.4449462890625,75707500
2023-08-16,442.4599914550781,444.17999267578125,439.5299987792969,439.6400146484375,432.2496337890625,80107200
2023-08-17,441.1600036621094,441.42999267578125,435.75,436.2900085449219,428.9559020996094,95711300
2023-08-18,433.3699951171875,437.57000732421875,433.010009765625,436.5,429.162353515625,98758400
2023-08-21,437.54998779296875,440.1099853515625,435.32000732421875,439.3399963378906,431.95465087890625,68719000
2023-08-22,441.17999267578125,441.17999267578125,437.57000732421875,438.1499938964844,430.78460693359375,65062900
2023-08-23,439.25,443.6700134277344,439.1000061035156,443.0299987792969,435.58258056640625,68441000
2023-08-24,444.69000244140625,445.2200012207031,436.8599853515625,436.8900146484375,429.54583740234375,88517300
2023-08-25,438.67999267578125,441.29998779296875,435.0,439.9700012207031,432.5740051269531,102325100
2023-08-28,442.239990234375,443.3999938964844,439.9700012207031,442.760009765625,435.317138671875,61595400
2023-08-29,442.6499938964844,449.45001220703125,442.4599914550781,449.1600036621094,441.60955810546875,83081900
2023-08-30,449.510009765625,451.6700134277344,448.7799987792969,451.010009765625,443.4284362792969,69053900
2023-08-31,451.6499938964844,452.8299865722656,450.1600036621094,450.3500061035156,442.779541015625,66084600
2023-09-01,453.1700134277344,453.6700134277344,449.67999267578125,451.19000244140625,443.60540771484375,58875700
2023-09-05,450.7300109863281,451.05999755859375,449.1700134277344,449.239990234375,441.6882019042969,55166200
2023-09-06,448.3999938964844,448.510009765625,443.80999755859375,446.2200012207031,438.7189636230469,70758500
2023-09-07,443.1099853515625,445.54998779296875,442.75,444.8500061035156,437.3720397949219,70355400
2023-09-08,444.8999938964844,447.1099853515625,444.5299987792969,445.5199890136719,438.0307312011719,61659700
2023-09-11,448.239990234375,448.7699890136719,446.4700012207031,448.45001220703125,440.9114990234375,60180100
